gene,alt_name,gene_group,source,notes,y_offset
TRIM43B,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
TRIM45,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
TRIM46,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
TRIM47,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
TRIM48,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
TRIM49,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
TRIM49B,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
TRIM49C,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
TRIM49D1,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
TRIM5,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
TRIM50,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
TRIM51,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
TRIM52,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
TRIM54,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
TRIM55,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
TRIM56,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
TRIM58,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
TRIM59,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
TRIM6,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
TRIM60,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
TRIM61,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
TRIM62,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
TRIM63,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
TRIM64,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
TRIM64B,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
TRIM64C,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
TRIM65,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
TRIM67,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
TRIM68,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
TRIM69,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
TRIM7,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
TRIM71,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
TRIM72,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
TRIM73,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
TRIM74,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
TRIM75,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
TRIM77,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
TRIM8,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
TRIM9,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
TRIML1,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
TRIML2,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
TRIP12,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
TTC3,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
UBE3A,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
UBE3B,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
UBE3C,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
UBE3D,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
UBE4A,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
UBE4B,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
UBOX5,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
UBR1,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
UBR2,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
UBR3,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
UBR4,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
UBR5,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
UBR7,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
UHRF1,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
UHRF2,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
UNK,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
UNKL,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
VPS11,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
VPS18,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
VPS41,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
VPS8,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
WDR59,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
WDSUB1,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
WWP1,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
WWP2,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
XIAP,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
ZBTB12,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
ZFP91,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
ZFPL1,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
ZNF280A,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
ZNF341,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
ZNF511,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
ZNF521,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
ZNF598,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
CBLL2,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
ZNRF1,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
ZNRF2,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
ZNRF3,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
ZNRF4,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
ZSWIM2,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
ZXDC,,E3: Ub Ligase,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/,Symbols converted via HGNC Multi-Symbol Checker,2
ABTB1,,E3a: Ub Ligase Accessory,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/RelatedProteins.html,Symbols converted via HGNC Multi-Symbol Checker,1
ABTB2,,E3a: Ub Ligase Accessory,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/RelatedProteins.html,Symbols converted via HGNC Multi-Symbol Checker,1
ANKFY1,,E3a: Ub Ligase Accessory,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/RelatedProteins.html,Symbols converted via HGNC Multi-Symbol Checker,1
ARMC5,,E3a: Ub Ligase Accessory,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/RelatedProteins.html,Symbols converted via HGNC Multi-Symbol Checker,1
ASB10,,E3a: Ub Ligase Accessory,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/RelatedProteins.html,Symbols converted via HGNC Multi-Symbol Checker,1
ASB11,,E3a: Ub Ligase Accessory,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/RelatedProteins.html,Symbols converted via HGNC Multi-Symbol Checker,1
ASB13,,E3a: Ub Ligase Accessory,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/RelatedProteins.html,Symbols converted via HGNC Multi-Symbol Checker,1
ASB14,,E3a: Ub Ligase Accessory,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/RelatedProteins.html,Symbols converted via HGNC Multi-Symbol Checker,1
ASB15,,E3a: Ub Ligase Accessory,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/RelatedProteins.html,Symbols converted via HGNC Multi-Symbol Checker,1
ASB16,,E3a: Ub Ligase Accessory,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/RelatedProteins.html,Symbols converted via HGNC Multi-Symbol Checker,1
ASB17,,E3a: Ub Ligase Accessory,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/RelatedProteins.html,Symbols converted via HGNC Multi-Symbol Checker,1
ASB18,,E3a: Ub Ligase Accessory,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/RelatedProteins.html,Symbols converted via HGNC Multi-Symbol Checker,1
ASB2,,E3a: Ub Ligase Accessory,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/RelatedProteins.html,Symbols converted via HGNC Multi-Symbol Checker,1
ASB3,,E3a: Ub Ligase Accessory,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/RelatedProteins.html,Symbols converted via HGNC Multi-Symbol Checker,1
ASB4,,E3a: Ub Ligase Accessory,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/RelatedProteins.html,Symbols converted via HGNC Multi-Symbol Checker,1
ASB5,,E3a: Ub Ligase Accessory,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/RelatedProteins.html,Symbols converted via HGNC Multi-Symbol Checker,1
ASB6,,E3a: Ub Ligase Accessory,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/RelatedProteins.html,Symbols converted via HGNC Multi-Symbol Checker,1
ASB7,,E3a: Ub Ligase Accessory,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/RelatedProteins.html,Symbols converted via HGNC Multi-Symbol Checker,1
ASB8,,E3a: Ub Ligase Accessory,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/RelatedProteins.html,Symbols converted via HGNC Multi-Symbol Checker,1
ASB9,,E3a: Ub Ligase Accessory,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/RelatedProteins.html,Symbols converted via HGNC Multi-Symbol Checker,1
ATRX,,E3a: Ub Ligase Accessory,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/RelatedProteins.html,Symbols converted via HGNC Multi-Symbol Checker,1
BACH1,,E3a: Ub Ligase Accessory,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/RelatedProteins.html,Symbols converted via HGNC Multi-Symbol Checker,1
BACH2,,E3a: Ub Ligase Accessory,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/RelatedProteins.html,Symbols converted via HGNC Multi-Symbol Checker,1
BCL6,,E3a: Ub Ligase Accessory,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/RelatedProteins.html,Symbols converted via HGNC Multi-Symbol Checker,1
BCL6B,,E3a: Ub Ligase Accessory,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/RelatedProteins.html,Symbols converted via HGNC Multi-Symbol Checker,1
BTBD1,,E3a: Ub Ligase Accessory,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/RelatedProteins.html,Symbols converted via HGNC Multi-Symbol Checker,1
BTBD10,,E3a: Ub Ligase Accessory,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/RelatedProteins.html,Symbols converted via HGNC Multi-Symbol Checker,1
ABTB3,,E3a: Ub Ligase Accessory,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/RelatedProteins.html,Symbols converted via HGNC Multi-Symbol Checker,1
BTBD17,,E3a: Ub Ligase Accessory,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/RelatedProteins.html,Symbols converted via HGNC Multi-Symbol Checker,1
BTBD2,,E3a: Ub Ligase Accessory,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/RelatedProteins.html,Symbols converted via HGNC Multi-Symbol Checker,1
BTBD3,,E3a: Ub Ligase Accessory,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/RelatedProteins.html,Symbols converted via HGNC Multi-Symbol Checker,1
BTBD6,,E3a: Ub Ligase Accessory,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/RelatedProteins.html,Symbols converted via HGNC Multi-Symbol Checker,1
BTBD7,,E3a: Ub Ligase Accessory,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/RelatedProteins.html,Symbols converted via HGNC Multi-Symbol Checker,1
BTBD8,,E3a: Ub Ligase Accessory,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/RelatedProteins.html,Symbols converted via HGNC Multi-Symbol Checker,1
BTBD9,,E3a: Ub Ligase Accessory,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/RelatedProteins.html,Symbols converted via HGNC Multi-Symbol Checker,1
BTRC,,E3a: Ub Ligase Accessory,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/RelatedProteins.html,Symbols converted via HGNC Multi-Symbol Checker,1
CCIN,,E3a: Ub Ligase Accessory,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/RelatedProteins.html,Symbols converted via HGNC Multi-Symbol Checker,1
CCNF,,E3a: Ub Ligase Accessory,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/RelatedProteins.html,Symbols converted via HGNC Multi-Symbol Checker,1
CISH,,E3a: Ub Ligase Accessory,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/RelatedProteins.html,Symbols converted via HGNC Multi-Symbol Checker,1
CPSF1,,E3a: Ub Ligase Accessory,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/RelatedProteins.html,Symbols converted via HGNC Multi-Symbol Checker,1
CUL1,,E3a: Ub Ligase Accessory,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/RelatedProteins.html,Symbols converted via HGNC Multi-Symbol Checker,1
CUL2,,E3a: Ub Ligase Accessory,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/RelatedProteins.html,Symbols converted via HGNC Multi-Symbol Checker,1
CUL3,,E3a: Ub Ligase Accessory,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/RelatedProteins.html,Symbols converted via HGNC Multi-Symbol Checker,1
CUL4A,,E3a: Ub Ligase Accessory,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/RelatedProteins.html,Symbols converted via HGNC Multi-Symbol Checker,1
CUL4B,,E3a: Ub Ligase Accessory,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/RelatedProteins.html,Symbols converted via HGNC Multi-Symbol Checker,1
CUL5,,E3a: Ub Ligase Accessory,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/RelatedProteins.html,Symbols converted via HGNC Multi-Symbol Checker,1
CUL7,,E3a: Ub Ligase Accessory,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/RelatedProteins.html,Symbols converted via HGNC Multi-Symbol Checker,1
DDB1,,E3a: Ub Ligase Accessory,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/RelatedProteins.html,Symbols converted via HGNC Multi-Symbol Checker,1
DPF1,,E3a: Ub Ligase Accessory,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/RelatedProteins.html,Symbols converted via HGNC Multi-Symbol Checker,1
ECT2L,,E3a: Ub Ligase Accessory,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/RelatedProteins.html,Symbols converted via HGNC Multi-Symbol Checker,1
ENC1,,E3a: Ub Ligase Accessory,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/RelatedProteins.html,Symbols converted via HGNC Multi-Symbol Checker,1
FBXL12,,E3a: Ub Ligase Accessory,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/RelatedProteins.html,Symbols converted via HGNC Multi-Symbol Checker,1
FBXL13,,E3a: Ub Ligase Accessory,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/RelatedProteins.html,Symbols converted via HGNC Multi-Symbol Checker,1
FBXL14,,E3a: Ub Ligase Accessory,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/RelatedProteins.html,Symbols converted via HGNC Multi-Symbol Checker,1
FBXL15,,E3a: Ub Ligase Accessory,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/RelatedProteins.html,Symbols converted via HGNC Multi-Symbol Checker,1
FBXL16,,E3a: Ub Ligase Accessory,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/RelatedProteins.html,Symbols converted via HGNC Multi-Symbol Checker,1
FBXL18,,E3a: Ub Ligase Accessory,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/RelatedProteins.html,Symbols converted via HGNC Multi-Symbol Checker,1
FBXL2,,E3a: Ub Ligase Accessory,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/RelatedProteins.html,Symbols converted via HGNC Multi-Symbol Checker,1
FBXL20,,E3a: Ub Ligase Accessory,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/RelatedProteins.html,Symbols converted via HGNC Multi-Symbol Checker,1
FBXL3,,E3a: Ub Ligase Accessory,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/RelatedProteins.html,Symbols converted via HGNC Multi-Symbol Checker,1
FBXL4,,E3a: Ub Ligase Accessory,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/RelatedProteins.html,Symbols converted via HGNC Multi-Symbol Checker,1
FBXL5,,E3a: Ub Ligase Accessory,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/RelatedProteins.html,Symbols converted via HGNC Multi-Symbol Checker,1
FBXL6,,E3a: Ub Ligase Accessory,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/RelatedProteins.html,Symbols converted via HGNC Multi-Symbol Checker,1
FBXL7,,E3a: Ub Ligase Accessory,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/RelatedProteins.html,Symbols converted via HGNC Multi-Symbol Checker,1
FBXL8,,E3a: Ub Ligase Accessory,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/RelatedProteins.html,Symbols converted via HGNC Multi-Symbol Checker,1
FBXO10,,E3a: Ub Ligase Accessory,https://esbl.nhlbi.nih.gov/Databases/KSBP2/Targets/Lists/E3-ligases/RelatedProteins.html,Symbols converted via HGNC Multi-Symbol Checker,1
